  5.8800000e-003  5.8704167e-003  5.0000000e-004
  5.8704167e-003  5.8608333e-003  5.0000000e-004
  5.8608333e-003  5.8512500e-003  5.0000000e-004
  5.8512500e-003  5.8416667e-003  5.0000000e-004
  5.8416667e-003  5.8320833e-003  5.0000000e-004
  5.8320833e-003  5.8225000e-003  5.0000000e-004
  5.8225000e-003  5.8129167e-003  5.0000000e-004
  5.8129167e-003  5.8033333e-003  5.0000000e-004
  5.8033333e-003  5.7937500e-003  5.0000000e-004
  5.7937500e-003  5.7841667e-003  5.0000000e-004
  5.7841667e-003  5.7745833e-003  5.0000000e-004
  5.7745833e-003  5.7650000e-003  5.0000000e-004
  5.7650000e-003  5.7554167e-003  5.0000000e-004
  5.7554167e-003  5.7458333e-003  5.0000000e-004
  5.7458333e-003  5.7362500e-003  5.0000000e-004
  5.7362500e-003  5.7266667e-003  5.0000000e-004
  5.7266667e-003  5.7170833e-003  5.0000000e-004
  5.7170833e-003  5.7075000e-003  5.0000000e-004
  5.7075000e-003  5.6979167e-003  5.0000000e-004
  5.6979167e-003  5.6883333e-003  5.0000000e-004
  5.6883333e-003  5.6787500e-003  5.0000000e-004
  5.6787500e-003  5.6691667e-003  5.0000000e-004
  5.6691667e-003  5.6595833e-003  5.0000000e-004
  5.6595833e-003  5.6500000e-003  5.0000000e-004
  5.6500000e-003  5.6404167e-003  5.0000000e-004
  5.6404167e-003  5.6308333e-003  5.0000000e-004
  5.6308333e-003  5.6212500e-003  5.0000000e-004
  5.6212500e-003  5.6116667e-003  5.0000000e-004
  5.6116667e-003  5.6020833e-003  5.0000000e-004
  5.6020833e-003  5.5925000e-003  5.0000000e-004
  5.5925000e-003  5.5829167e-003  5.0000000e-004
  5.5829167e-003  5.5733333e-003  5.0000000e-004
  5.5733333e-003  5.5637500e-003  5.0000000e-004
  5.5637500e-003  5.5541667e-003  5.0000000e-004
  5.5541667e-003  5.5445833e-003  5.0000000e-004
  5.5445833e-003  5.5350000e-003  5.0000000e-004
  5.5350000e-003  5.5254167e-003  5.0000000e-004
  5.5254167e-003  5.5158333e-003  5.0000000e-004
  5.5158333e-003  5.5062500e-003  5.0000000e-004
  5.5062500e-003  5.4966667e-003  5.0000000e-004
  5.4966667e-003  5.4870833e-003  5.0000000e-004
  5.4870833e-003  5.4775000e-003  5.0000000e-004
  5.4775000e-003  5.4679167e-003  5.0000000e-004
  5.4679167e-003  5.4583333e-003  5.0000000e-004
  5.4583333e-003  5.4487500e-003  5.0000000e-004
  5.4487500e-003  5.4391667e-003  5.0000000e-004
  5.4391667e-003  5.4295833e-003  5.0000000e-004
  5.4295833e-003  5.4200000e-003  5.0000000e-004
  5.4200000e-003  5.4104167e-003  5.0000000e-004
  5.4104167e-003  5.4008333e-003  5.0000000e-004
  5.4008333e-003  5.3912500e-003  5.0000000e-004
  5.3912500e-003  5.3816667e-003  5.0000000e-004
  5.3816667e-003  5.3720833e-003  5.0000000e-004
  5.3720833e-003  5.3625000e-003  5.0000000e-004
  5.3625000e-003  5.3529167e-003  5.0000000e-004
  5.3529167e-003  5.3433333e-003  5.0000000e-004
  5.3433333e-003  5.3337500e-003  5.0000000e-004
  5.3337500e-003  5.3241667e-003  5.0000000e-004
  5.3241667e-003  5.3145833e-003  5.0000000e-004
  5.3145833e-003  5.3050000e-003  5.0000000e-004
